Category,Name,PerkId,Type,Status,Reuse,CurrentPlayback,Reference,BibleAnimationRow,Description,DefinitionFiles
Staff,Line Breaker,LineBreaker,Combat,Needed,,DoubleStrike,https://chatgpt.com/s/m_6a3ff00a3b6481918127ff80a66682d3,41,Deals weapon DMG + 38 in an 8m x 3m line and inflicts Disoriented for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Staff/LineBreakerAbilityDefinition.cs
Staff,Rib Breaker,RibBreaker,Combat,Needed,,DoubleStrike,https://chatgpt.com/s/m_6a3ff051ae6881918e2ad558fedf815a,46,Deals weapon DMG + 36 and inflicts Dazed for 15 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Staff/RibBreakerAbilityDefinition.cs
Staff,Sentinel Stance,SentinelStance,Stance,Needed,Shared activation candidate,DoubleStrike,,,"While active, grants +15% Evasion and +8 Melee Deflection, but Attack is reduced by 15%.",SWLOR.Game.Server/Feature/AbilityDefinition/Staff/SentinelStanceAbilityDefinition.cs
Staff,Shelter Circle,ShelterCircle,Combat,Needed,,DoubleStrike,https://chatgpt.com/s/m_6a3ff0114d788191a14c2825cb423b4b,43,"For 30 seconds, you and allies within 5m gain +20% Physical Defense, +20% Force Defense, and +20% Evasion.",SWLOR.Game.Server/Feature/AbilityDefinition/Staff/ShelterCircleAbilityDefinition.cs
Staff,Slam,Slam,Combat,Needed,,DoubleStrike,https://chatgpt.com/s/m_6a3ff0290324819199c87607d710dd83,45,Deals weapon DMG + 38. Targets affected by control effects take +26 DMG.,SWLOR.Game.Server/Feature/AbilityDefinition/Staff/SlamAbilityDefinition.cs
Staff,Sweeping Guard,SweepingGuard,Combat,Needed,,DoubleStrike,https://chatgpt.com/s/m_6a3feff0f6c08191ab91239ef0a61bd1,42,Deals weapon DMG + 16 to enemies within 5m and grants +20% Defense for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Staff/SweepingGuardAbilityDefinition.cs
Staff,Unmoving Center,UnmovingCenter,Capstone,Needed,,DoubleStrike,https://chatgpt.com/s/m_6a3feff740e081918630adc8a76cad6f,44,"For 45 seconds, you cannot be Knocked down or Dazed, gain +20 Melee Deflection, and generate +30% Enmity.",SWLOR.Game.Server/Feature/AbilityDefinition/Staff/UnmovingCenterAbilityDefinition.cs
Staff,Worldbreaker,Worldbreaker,Capstone,Needed,,DoubleStrike,https://chatgpt.com/s/m_6a3ff01958588191844f832d8d688922,48,Deals weapon DMG + 35 to enemies within 5m of you. Enemies affected by control effects take +40 DMG and are Dazed for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Staff/WorldbreakerAbilityDefinition.cs
Throwing,Concussive Toss,ConcussiveToss,Combat,Needed,,ThrowGrenade,https://chatgpt.com/s/m_6a40070080208191a579612616aaff9c,65,Deals weapon DMG + 30 to enemies within 5m of you and inflicts Dazed for 15 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Throwing/ConcussiveTossAbilityDefinition.cs
Throwing,Explosive Toss,ExplosiveToss,Combat,Needed,,ThrowGrenade,https://chatgpt.com/s/m_6a3ffe6945a08191bcf51a9e8427fd41,63,Deals weapon DMG + 32 to enemies in a 5m-radius area at the target location and inflicts Burn for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Throwing/ExplosiveTossAbilityDefinition.cs
Throwing,Flash Toss,FlashToss,Combat,Needed,,ThrowGrenade,https://chatgpt.com/s/m_6a4007412ea48191b692312556342a6e,64,Deals weapon DMG + 36 and inflicts Blind for 15 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Throwing/FlashTossAbilityDefinition.cs
Throwing,Flurry Stance,FlurryStance,Stance,Needed,Shared activation candidate,ThrowGrenade,,,"While active, thrown attacks against bleeding targets gain +10% Haste, but your Defense is reduced by 10%.",SWLOR.Game.Server/Feature/AbilityDefinition/Throwing/FlurryStanceAbilityDefinition.cs
Throwing,Ordnance Stance,OrdnanceStance,Stance,Needed,Shared activation candidate,ThrowGrenade,,,"While active, thrown area abilities deal +10% damage, but single-target thrown damage is reduced by 10%.",SWLOR.Game.Server/Feature/AbilityDefinition/Throwing/OrdnanceStanceAbilityDefinition.cs
Throwing,Perfect Flurry,PerfectFlurry,Capstone,Needed,,ThrowGrenade,,,Deals weapon DMG + 30. Bleeding targets take +45 DMG and spread Bleed to enemies within 5m for 45 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Throwing/PerfectFlurryAbilityDefinition.cs
Throwing,Piercing Toss,PiercingToss,Combat,Needed,,ThrowGrenade,https://chatgpt.com/s/m_6a40073b0444819197ab073f888024dd,67,Deals weapon DMG + 38 and inflicts Bleed for 60 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Throwing/PiercingTossAbilityDefinition.cs
Throwing,Pinning Toss,PinningToss,Combat,Needed,,ThrowGrenade,https://chatgpt.com/s/m_6a40072b849c819185dda0a37c68b941,68,Deals weapon DMG + 36 and inflicts Hamstring for 30 seconds. Bleeding targets also suffer Disoriented for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Throwing/PinningTossAbilityDefinition.cs
Throwing,Rain of Steel,RainOfSteel,Capstone,Needed,,ThrowGrenade,https://chatgpt.com/s/m_6a40071269fc8191bcfe7a571de155ea,66,"Deals weapon DMG + 20 to enemies within 5m of you. For 45 seconds, thrown area abilities leave fragmentation zones that deal 8 physical DMG every 6 seconds.",SWLOR.Game.Server/Feature/AbilityDefinition/Throwing/RainOfSteelAbilityDefinition.cs
Throwing,Severing Toss,SeveringToss,Combat,Needed,,ThrowGrenade,https://chatgpt.com/s/m_6a400733b3b0819183b7edfbb348bc2d,69,Deals weapon DMG + 30. Bleeding targets suffer Hemorrhage for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Throwing/SeveringTossAbilityDefinition.cs
Twin Blade,Blade Vortex,BladeVortex,Combat,Needed,,DoubleStrike,https://chatgpt.com/s/m_6a3feb60a5f48191ab43313be342cfb3,27,"Deals weapon DMG + 30 to enemies within 5m. If this hits 3 or more enemies, restore 6 STM.",SWLOR.Game.Server/Feature/AbilityDefinition/TwinBlade/BladeVortexAbilityDefinition.cs
Twin Blade,Cross Cut,CrossCut,Combat,Needed,,DoubleStrike,https://chatgpt.com/s/m_6a3feb52ed80819195c17d3ba5a7dab7,25,"Instantly attacks twice, each for weapon DMG + 27. If both attacks hit, gain a stack of Momentum for 30 seconds.",SWLOR.Game.Server/Feature/AbilityDefinition/TwinBlade/CrossCutAbilityDefinition.cs
Twin Blade,Cyclone Stance,CycloneStance,Stance,Needed,Shared activation candidate,DoubleStrike,,,"While active, grants +15% Haste and +10% Attack, but reduces Defense by 20%.",SWLOR.Game.Server/Feature/AbilityDefinition/TwinBlade/CycloneStanceAbilityDefinition.cs
Twin Blade,Lacerating Twin Cut,LaceratingTwinCut,Combat,Needed,,DoubleStrike,,,Strikes twice for weapon DMG + 23 each and inflicts Bleed for 60 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/TwinBlade/LaceratingTwinCutAbilityDefinition.cs
Twin Blade,Lacerator Stance,LaceratorStance,Stance,Needed,Shared activation candidate,DoubleStrike,,,"While active, your attacks against bleeding targets deal +10% damage, but your Evasion is reduced by 10%.",SWLOR.Game.Server/Feature/AbilityDefinition/TwinBlade/LaceratorStanceAbilityDefinition.cs
Twin Blade,Red Bloom,RedBloom,Capstone,Needed,,DoubleStrike,,,Deals weapon DMG + 20 to enemies within 5m. Bleeding enemies take +40 DMG and spread Hemorrhage for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/TwinBlade/RedBloomAbilityDefinition.cs
Twin Blade,Serrated Arc,SerratedArc,Combat,Needed,,DoubleStrike,,,Deals weapon DMG + 30 to enemies within 5m. Bleeding targets spread Bleed to one additional enemy within 5m.,SWLOR.Game.Server/Feature/AbilityDefinition/TwinBlade/SerratedArcAbilityDefinition.cs
Twin Blade,Spinning Whirl,SpinningWhirl,Combat,Needed,,DoubleStrike,https://chatgpt.com/s/m_6a3feb595e8881919865af1495a6aadf,26,Attacks up to 3 enemies within 5m for weapon DMG + 30 each.,SWLOR.Game.Server/Feature/AbilityDefinition/TwinBlade/SpinningWhirlAbilityDefinition.cs
Twin Blade,Tempest Bloom,TempestBloom,Capstone,Needed,,DoubleStrike,https://chatgpt.com/s/m_6a3feb6f01608191afeabf6292bfb388,28,"Deal weapon DMG + 25 to enemies within 5m. For 45 seconds, each hostile area ability that lands creates one immediate pulse for 8 physical DMG to enemies within 5m of its first struck target.",SWLOR.Game.Server/Feature/AbilityDefinition/TwinBlade/TempestBloomAbilityDefinition.cs
Twin Blade,Twin Rupture,TwinRupture,Combat,Needed,,DoubleStrike,,,Deals weapon DMG + 32. Bleeding targets suffer Hemorrhage for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/TwinBlade/TwinRuptureAbilityDefinition.cs
Vibroblade,Berserker Stance,BerserkerStance,Stance,Needed,Shared activation candidate,OneHandedStance,,,"While active, grants +25% Attack, +15% Haste, -20% Defense, and -20% Force Defense.",SWLOR.Game.Server/Feature/AbilityDefinition/Vibroblade/BerserkerStanceAbilityDefinition.cs
Vibroblade,Covering Strike,CoveringStrike,Combat,Installed,,sw_coverings,https://chatgpt.com/s/m_6a3fde0e8a34819181290c21cdf5dc91,4,Strike all enemies within 5m for weapon DMG + 30. Enemies hit generate +25% Enmity toward you for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Vibroblade/CoveringStrikeAbilityDefinition.cs
Vibroblade,Defensive Stance,DefensiveStance,Stance,Needed,Shared activation candidate,ShieldWall,,,"While active, grants +30% Enmity generation, +20% Defense and +20% Force Defense, -20% Attack, and -20% Force Attack.",SWLOR.Game.Server/Feature/AbilityDefinition/Vibroblade/DefensiveStanceAbilityDefinition.cs
Vibroblade,Invincible,Invincible,Capstone,Installed,,sw_invincibl,https://chatgpt.com/s/m_6a3fde75a0d48191afd875e8ee2478e4,5,"For 45 seconds, you take 50% less physical damage and are immune to Knockdown and Dazed.",SWLOR.Game.Server/Feature/AbilityDefinition/Vibroblade/InvincibleAbilityDefinition.cs
Vibroblade,Rending Strike,RendingStrike,Combat,Installed,,sw_rendingst,https://chatgpt.com/s/m_6a3fdf4096e48191a17110bd8b912105,7,Deals weapon DMG + 32. Inflicts Exposed which reduces Defense by 15% for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Vibroblade/RendingStrikeAbilityDefinition.cs
Vibroblade,Riot Blade,RiotBlade,Combat,Installed,,sw_riotblade,https://chatgpt.com/s/m_6a3fdf350b2c8191afe4955dd4f3799e,6,"On your next hit, deal weapon DMG + 25.",SWLOR.Game.Server/Feature/AbilityDefinition/Vibroblade/RiotBladeAbilityDefinition.cs
Vibroblade,Savage Cleave,SavageCleave,Combat,Installed,,sw_savagecle,https://chatgpt.com/s/m_6a3fdf48482c81918a027a9a66430b3c,8,Deal weapon DMG + 20 in a 5m radius around you and restore 2 STM per secondary target hit.,SWLOR.Game.Server/Feature/AbilityDefinition/Vibroblade/SavageCleaveAbilityDefinition.cs
Vibroblade,Shield Bash,ShieldBash,Combat,Installed,,sw_shieldbas,https://chatgpt.com/s/m_6a3fdd47b8f88191a44d7c29b566f837,2,"On your next hit, deal weapon DMG and an additional instance of damage equal to 10% of your Physical Defense.",SWLOR.Game.Server/Feature/AbilityDefinition/Vibroblade/ShieldBashAbilityDefinition.cs
Vibroblade,Shield Wall,ShieldWall,Combat,Installed,,sw_shieldwal,https://chatgpt.com/s/m_6a3fdd84a41c8191ab3fcad9d97786f7,3,Channel for up to 30 seconds. While channeling you and any allies within 5m gain 35% damage reduction.,SWLOR.Game.Server/Feature/AbilityDefinition/Vibroblade/ShieldWallAbilityDefinition.cs
Vibroknife,Assassin's Stance,AssassinsStance,Stance,Needed,Shared activation candidate,DoubleStrike,,,"While active, grants +20% Poison Damage, but reduces Attack by 10%.",SWLOR.Game.Server/Feature/AbilityDefinition/Vibroknife/AssassinsStanceAbilityDefinition.cs
Vibroknife,Backstab,Backstab,Combat,Needed,,DoubleStrike,https://chatgpt.com/s/m_6a3fe24b167c8191bd0127d264800c95,9,"Deals weapon DMG + 25. If you are behind your target, deal an additional +20 DMG and inflict Knockdown for 6 seconds.",SWLOR.Game.Server/Feature/AbilityDefinition/Vibroknife/BackstabAbilityDefinition.cs
Vibroknife,Crippling Slice,CripplingSlice,Combat,Needed,,DoubleStrike,,,Deals weapon DMG + 28 and inflicts Exposed for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Vibroknife/CripplingSliceAbilityDefinition.cs
Vibroknife,Escape Artist,EscapeArtist,Capstone,Needed,,DoubleStrike,,,Deals weapon DMG + 30 and Blinds the target for 12 seconds and grants Invisibility for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Vibroknife/EscapeArtistAbilityDefinition.cs
Vibroknife,Pathogen Strike,PathogenStrike,Combat,Needed,,DoubleStrike; Native queued weapon swing,,,Deals weapon DMG + 19. Extends your Venom and Infection effects on the target by 6 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Vibroknife/PathogenStrikeAbilityDefinition.cs
Vibroknife,Shadowflow Stance,ShadowflowStance,Stance,Needed,Shared activation candidate,DoubleStrike,,,"While active, your Vibroknife auto-attacks inflict Hamstring for 18 seconds, but your Defense is reduced by 20%.",SWLOR.Game.Server/Feature/AbilityDefinition/Vibroknife/ShadowflowStanceAbilityDefinition.cs
Vibroknife,Veiled Strike,VeiledStrike,Combat,Needed,,DoubleStrike; Native queued weapon swing,,,"On your next attack, deal +16 DMG and an additional +12 DMG if the target is inflicted with Exposed.",SWLOR.Game.Server/Feature/AbilityDefinition/Vibroknife/VeiledStrikeAbilityDefinition.cs
Vibroknife,Viral Cascade,ViralCascade,Capstone,Needed,,DoubleStrike,,,"Deals weapon DMG + 30, deals an additional +20 DMG if the target is inflicted with your Venom and +8 DMG per stack of your Infection on the target. Consumes your Venom and Infection stacks from the target.",SWLOR.Game.Server/Feature/AbilityDefinition/Vibroknife/ViralCascadeAbilityDefinition.cs
Vibroknife,Virulent Blade,VirulentBlade,Combat,Needed,,DoubleStrike; Native queued weapon swing,,,Deals weapon DMG + 16. Inflicts Venom for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Vibroknife/VirulentBladeAbilityDefinition.cs
Vibroknife,Volatile Compound,VolatileCompound,Combat,Needed,,DoubleStrike,,,Deals weapon DMG + 30 and inflicts -25 Poison Resistance for 30 seconds.,SWLOR.Game.Server/Feature/AbilityDefinition/Vibroknife/VolatileCompoundAbilityDefinition.cs
